candidate_id,review_url,start_seconds,end_seconds,verification_status,transcript_snippet
hcl_ivey_dwan_garrett_dense_001,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=2330s,2330,2540,needs_manual_verification,getting and uh he just called here it looked like on the turn but obviously he's got the goods Phil here 104 I you know I wonder if that we might get a little bit of card coming back today um 2500 that kept 5050 doesn't really matter I don't know just seems a little odd that bet but he might have come out and bet and uh anyways gar got a free look and flop the flush yeah bill here but I was down so taking just a stab at it Garrett called would have gave me one then of course check fold at the en
hcl_ivey_dwan_garrett_dense_002,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=2429s,2429,2639,needs_manual_verification,right in his face and he basically moved it away I wouldn't even call it a slap and I guess a no tolerance right Zero Tolerance you touch a player you go and that's what happened the rest of the details we don't know but we do know that Dylan was quite the talker yesterday so I wonder how talkative he will be I don't think it's going to slow him down well I was going to say cuz Phil was pretty quiet seems like a topic that might interest Phil like maybe Phil might engage it's going to come up ra
hcl_ivey_dwan_garrett_dense_003,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=2526s,2526,2736,needs_manual_verification,there and I think maybe what Ivy was thinking was that when berie check calls there on the Flop and Phil has a seven berky most likely has an ace yeah so fortunately for Phil he just didn't have a an high Ace to really continue on and bery wasn't going to call down to maybe chop or lose to Ace King or seven yeah [Applause] 1200 see Garrett here raising it up to 12 and Garrett had an up and down night I would say he was pained Nick but he did turn it positive he did a lot of tough spots he was in
hcl_ivey_dwan_garrett_dense_004,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=2637s,2637,2847,needs_manual_verification,think think that oh he's going to three bet here as a semi Bluff and you know that Garrett knows that kish's most likely hand here is a king he knows he's behind yeah and he chish probably doesn't have Ace King cuz that would be three bet off so Garrett can almost treat this like a five out draw and he gets a lot of full Equity right now by three betting this is something that a lot of players wouldn't do if they don't understand the situation and I think it's going to work Nick looks like it we
hcl_ivey_dwan_garrett_dense_005,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=2728s,2728,2938,needs_manual_verification,"I was going to check raise you and then to it dur will be in the house and berky said he was going to check raise that would have been interesting with the King monster yeah [Applause] oh 1600 1,600 of course I am Bart Hansen here with Nick Veri and we are here for 7 hours here tonight on H Casino live with this epic stream Nick we want to get over 20,000 we got 195 last night 20,000 concurrent viewers we got to hit it we'll do it call this is just an open limp by Christian lucky rays and look a"
hcl_ivey_dwan_garrett_dense_006,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=2865s,2865,3075,needs_manual_verification,"pot 3,600 Garrett's going to get raised in a big raise 400 to 32 lucky here with bottom two Garrett with a gutter to a five and top pair [Applause] Garrett's going to [Applause] continue 8,000 8,000 Lucky from Chicago scorting the white sock hat probably not a Cubs fan he's showing a lot of strength here Nick I don't know if you would release here in this spot here 76 but from what we saw yesterday 10 seconds races The Flop bet"
hcl_ivey_dwan_garrett_dense_007,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=3036s,3036,3246,needs_manual_verification,thinking process being pushed like that to call you know I am not great with the whole live tells thing and the whole top speech play and all that I just don't really say much but obviously it worked yeah it worked but like you said the safest thing to do especially with Garrett is to just turn into a statue [Applause] we saw Garrick get bluffed out of a Crazy Hand versus Mickey in the early part of the show in a four bet pot Mickey had Absolute Air Garrett had Ace King for top pair what do you 
hcl_ivey_dwan_garrett_dense_008,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=3157s,3157,3367,needs_manual_verification,15 1516 and Garrett here limping in with ja maybe trying to get a limp R raise we saw him do that last night yeah so and look at this lucky FL bottom two again but this one's the equities are going to be much closer here because Garrett has an over pair in a club lucky here with bottom two again this time Garrett with the over pair and a Club but Garrett's going to play it cautious and just check calls and there's the club get there's the club Luck's going to take a card here needs to fill up an
hcl_ivey_dwan_garrett_dense_009,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=3342s,3342,3552,needs_manual_verification,"was guys if you like what you see as always smash that like button please hit that like button for us it helps us tremendously so you're watching you're a fan you want to keep watching one second to do that just give me one pos by the way Ryan Felman told me here that the players even though the game is 100k minimum agre to allow for 41,000 coming in for 41,000 and Dr Eli has supported us he plays regularly he was excited to be in a game like this we're making the exception and he will make it ["
hcl_ivey_dwan_garrett_dense_010,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=3496s,3496,3706,needs_manual_verification,tens and he's going to limp in here again oh no he did he raised the 1200 okay I was going to say boy that's a very tight limp and we're going to see Ivy complete here with the Queen Dr Eli here with fives and Chris is good here with his tens on this Jacky board can call that waitress for me please about this makes me call CH going to bet 2K and he's going to take it down allergies again if you're new to this show we stream live cash games every Monday through Friday for 5 hours then we go an ex
hcl_ivey_dwan_garrett_dense_011,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=3603s,3603,3813,needs_manual_verification,"right off the bat yeah if we get the right flop we're we can see multiple bets go in here pre it's going to be interesting to see hold on a second ,000 excuse me yeah I was going to say berky made it 9,000 here so three a coming out of the small one all in in a call I told you Nick all in and a call Lucky Ain playing so 184 two times 184 right off the bat two times here we go which means the pot's going to be split to decrease the variance by half well Lucky's got straight draw now we see who's "
hcl_ivey_dwan_garrett_dense_012,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=3828s,3828,4038,needs_manual_verification,slap Co well Dylan's going to three bet to 2500 we can't see cuz chips over his pretty fun game huh yeah this is I wish I can play not like every day huh but I was running bed last few weeks myed hop in a bigger game you can win it all back that's what I'm trying to do there you go I run ohing with Queen Jacka clubs flops a flk to 13k uhhuh so hopefully now I can run 40 to 500 easy in this game easy yeah any of us can that what I'm trying to ADV if iom actually yeah or I make 500 or I lose 40 I'
hcl_ivey_dwan_garrett_dense_013,https://www.youtube.com/watch?v=bG7K_zq0MoQ&t=3971s,3971,4181,needs_manual_verification,"because we're both so prideful neither of us would turn over our cards this guy won a $2 million pot 15 years ago Dr Eli pumping Phil for his information for his biggest pot well Dr flop trip Kings here and you can see Nick that the stats are not updated there cuz lucky does have obviously like 100,000 on the table showing 18 what did you do last night why is rhond making gun finger finger guns at you your guest as good as mine my friend so you're just you're just instantly sitting there watchin"
